,text,label
1704,‘Ballistic’ Khloe Kardashian may be having contractions; family rushes to Cleveland,0
1705,"Video Of Kim Kardashian Having A Panic Attack On 'KUWTK' Is So, So Heartbreaking",0
1706,Khloe Kardashian flashes wedding finger band after dating NBA beau Tristan Thompson,0
1707,"Oscar wins, stardom and rehab: Elle Fanning and 31 other child stars - then and now",0
1708,"Gwen Stefani & Blake Shelton: Pregnant with ""Miracle Baby"" After IVF Treatments?",0
1709,Inside Robert Pattinson and Suki Waterhouse's ''Casual'' Romance,0
1710,Blake Shelton opens new restaurant in Nashville: 'It seems too good to be true',0
1711,Robert Pattinson Is Really Crushing On Margot Robbie,0
1712,Jennifer Hudson Warned Miley Cyrus Never to Mention Ex's Name on 'The Voice' Set Weeks Before Split (EXCLUSIVE),0
1713,Sandra Bullock Says She Considered Leaving Hollywood Over Sexism,0
1714,Purim Spiel: Gal Gadot slated to play Queen Esther,0
1715,Spice Girls 'reunion is cancelled again',0
1716,Why Selena Gomez fired her mom and took off her clothes,0
1717,Brad and Jen's secret sleepovers,0
1718,Rihanna Is Spending BIG Bucks On Her New Wardrobe After Gaining Weight,0
1719,Is there a Britney Spears Sex Tape?,0
1720,"Catherine Zeta-Jones, Carys Zeta Douglas on 'Town & Country' Cover",0
1721,Caitlyn Jenner ‘Very Proud’ of Kim Kardashian for Meeting with Trump,0
1722,Sienna Miller Turned Down Tom Cruise?,0
1723,The Women of Hollywood Speak Out,0
1724,"Chris Pratt, Amy Poehler Dating?",0
1725,Donald Trump blasts Kathy Griffin for beheading photo,0
1726,Kanye West Has Had 'Explosive' Fights with Kris Jenner,0
1727,Why Princess Diana’s Jewelry Might Start Appearing in Public More,0
1728,Justin Bieber Did NOT Attend Vanity Fair Oscars After Party,0
1729,"Brad Pitt and Angelina Jolie's divorce and custody proceedings stall again, plus more news",0
1730,Steve Harvey Shuts Down Rumors That He and Wife Marjorie Harvey Are Getting a Divorce,0
1731,Jennifer Aniston and Justin Theroux Double-Date With...Tom Hanks and Rita Wilson?!,0
1732,Chelsea Handler admits she's at fault over Jennifer Aniston fall out,0
1733,"‘A Star Is Born’: Bradley Cooper, Lady Gaga in a Rapturous Remake – Variety",0
1734,Jennifer Lopez Getting Super Close With ‘World Of Dance’ Co-Star Derek Hough,0
1735,"Miley Cyrus & Liam Hemsworth’s Secret Wedding: The Vows, Her Dress & More — Report",0
1736,Gwen Stefani & Blake Shelton: Romantic Christmas Plans Will Include Sexy ‘Time For Themselves’,0
1737,  Drake Did NOT Cancel Concert Due To Weed Overdose Weed  Despite Report,0
1738,Miranda Lambert and Anderson East Break Up: Report,0
1739,"Steven Spielberg and Meryl Streep on Trump, News and Why 'The Post' Had to Be Made Now: ""Everyone I Know Is Scared""",0
1740,"Queen Elizabeth Didn't Blast Meghan Markle For 'Diva Behavior,' Report Says",0
1741,Caitlyn Jenner Already Set For Second Boob Job,0
1742,"Brad Pitt Did Not Apologize To Jennifer Aniston Over Angelina Jolie, Despite Late And Wrong Report",0
1743,Kylie Jenner,0
1744,Harrison Ford: ‘Carrie Fisher Was A Tranny’,0
1745,Going wild in South Africa,0
1746,Brad Pitt and Sienna Miller 'cosy up at Glastonbury party',0
1747,'The Tourist': Why the Angelina Jolie-Johnny Depp Flop Deserves a Second Look,0
1748,Kanye West Shares Text Message With Caitlyn Jenner,0
1749,Sandra Bullock getting married to boyfriend Bryan Randall,0
1750,A Guide to the Increasingly Intense Brad Pitt–Angelina Jolie Divorce Drama,0
1751,Nicole Richie Pleading With Sofia To End Scott Disick Romance Before His Kids Get Too Attached,0
1752,Paulina Rubio is Collaborating With Selena Gomez & DJ Snake on Forthcoming Album,0
1753,"The Sun, Metro Pull Fake Justin Bieber Interviews",0
1754,Brad Pitt and Margot Robbie in new scandal,0
1755,"Sarah Silverman, Kate Beckinsale Writing Comedy Series Together?",0
1756,Is Travis Scott Finally On His ‘Way Home’ To Kylie Jenner After Missing Christmas?,0
1757,Kanye West Skipped Serena Williams’ Wedding To Avoid ‘Awkward’ Run In With Beyonce,0
1758,Taylor Swift Just Gave a Sneaky Response to the Internet's Joe Alwyn Breakup Speculation,0
1759,"Jamie Foxx's Friends Low-Key Think Katie Holmes ""Needs a Makeover"" (EXCLUSIVE)",0
1760,Why sporty Kate Middleton is BANNED from marathons - royal rule revealed,0
1761,Sofia Richie Is Basically Morphing Into Kourtney Kardashian and She Knows It (EXCLUSIVE),0
1762,"Will Selena Gomez Be An ‘American ldol’ Judge? Producers Giving Her An Offer, Says Source",0
1763,Joaquin Phoenix Wants Rooney Mara’s Family To Stop NFL From Using Leather Footballs?,0
1764,Angelina Jolie has her eyes set on British actor Ed Skrein,0
1765,Why did Kanye West think that Kim Kardashian might divorce him?,0
1766,Entertainment Tonight,0
1767,Amal Clooney Rejects Angelina Jolie’s Peace Offering,0
1768,Celine: A world-class prima Dion-na,0
1769,Is Angelina Jolie Getting Married Again After Brad Divorce? Reportedly Planning Wedding #4,0
1770,Katie Holmes Losing Weight To Keep Jamie Foxx Interested ,0
1771,Is Kristen Stewart Replacing Angelina Jolie?,0
1772,Kate Hudson and Angelina Jolie enjoy family day out at Kung Fu Panda 3 premiere,0
1773,John Stamos Eager To Have A Family: ‘Inspired By George Clooney’s Happiness & Fatherhood’,0
1774,Solar Eclipse 2017: Celebrities React on Social Media,0
1775,Kim Kardashian's Robbery: Burning Questions Answered,0
1776,Strange things about Reese Witherspoon and Jim Toth's marriage,0
1777,Here's Tom Hiddleston Gushing About Taylor Swift a Month Ago,0
1778,Shia Labeouf Hitting On Dakota Johnson During Movie Shoot?,0
1779,Connecting People Through News,0
1780,Mike Tyson: “Hillary Clinton is America’s Most Prolific Serial Killer”,0
1781,Caitlyn Jenner Is Feeling Herself ... Literally! The Reason She Loves Breast Massages,0
1782,Wills and the Real Girl,0
1783,Justin Bieber JEALOUS of Selena Gomez's Friendship with Timothee Chalamet?!,0
1784,Nicole Kidman pregnant at 50,0
1785,Katie Holmes Reignites Friendship With James Van Der Beek To Make Jamie Jealous!,0
1786,Kendra Wilkinson Admits She's Open to Having a Third Child with Husband Hank Baskett,0
1787,Batgirl Rumor: 'Kristen Stewart Prototype' Wanted For Barbara,0
1788,Will & Jada Pinkett-Smith Relationship Rumors: Is Jada Jealous of Husband's Relationship With Margot Robbie?,0
1789,How Brad Pitt and Angelina Jolie's Divorce Exploded,0
1790,"Chubby Mariah Carey Ditches The Gym, Opts For Breast-Reduction Surgery",0
1791,Emma Stone wears red hot swimsuit while relaxing with eligible bachelor Justin Theroux in France,0
1792,Gwen Stefani Jealous Of Gavin Rossdale  Elin Nordegren  Claim,0
1793,The Actors Tipped To Replace Kim Cattrall As Samantha Jones In ‘Sex And The City’,0
1794,"L.A.’s Elite Cannibal Restaurant Boasts Katy Perry, Meryl Streep, Chelsea Clinton As Members",0
1795,Report: Jennifer Garner took Ben Affleck back to rehab,0
1796,Gwen Stefani and Blake Shelton Forced to Act in Love for 'The Voice' Cameras (EXCLUSIVE),0
1797,Blake Griffin Warned By L.A. Clippers Bosses ‘Kendall Jenner Not Welcome’,0
1798,Newly Engaged Justin Bieber Still Has His Selena Gomez Tattoo,0
1799,Robert Downey Jr warns fans about online 'scam artists',0
1800,Jennifer Aniston  Brad Pitt Planning Oscars Date  Getting Revenge On Angelina Jolie,0
1801,Brad Pitt & Angelina Jolie Gave $8 Mil to Charity,0
1802,Selena Gomez and Justin Bieber 'hang out at her LA home',0
1803,Murder of Jason Hudson,0
1804,Brad Pitt always wanted to be a 'great dad',0
1805,Jennifer Aniston Should Just Follow 'Friends' To Get Over Her Justin Theroux Split,0
1806,"So Long, Acting! Liam Hemsworth Has His Heart Set On A Modeling Career",0
1807,Kylie Jenner ‘Positively Glowing Despite Battling Morning Sickness’ During Pregnancy,0
1808,Kim Kardashian Finally Responds To Rumor She Wants To Replace Kelly Ripa,0
1809,Jennifer Aniston and Brad Pitt might be getting back together,0
1810,Angelina Jolie Gets New Divorce Lawyer Amid Brad Pitt Custody Battle,0
1811,Justin Bieber and Selena Gomez Sweating It Out Together JELENA After Pilates Workout Class,0
1812,Risky Business,0
1813,The Story Behind Rihanna’s Epic Coachella Wardrobe,0
1814,Meghan Markle wedding dress aimed to 'bring joy' before ‘AUSTERE’ life - Stella McCartney,0
1815,Kris Jenner 'planning to adopt a child with boyfriend Corey Gamble',0
1816,Mark Wahlberg Blackballed From Hollywood After Say THIS About Trump,0
1817,Kim Kardashian: Kendall Jenner Can’t Date Jordan Clarkson — He’s Not Famous Enough,0
1818,Gwen Trapped In $35M Sex House! Gavin Won’t Budge On Price Of Home He Cheated In,0
1819,How the Stars Celebrated Memorial Day Weekend,0
1820,Khloe Kardashian Issues Warning About What Fans Will See On Tonight’s 'KUWTK',0
1821,‘Grow The F**k Up!’ Sofia Slams Kourtney’s ‘Crap’ Over Spending Time With Her Kids,0
1822,Julia Roberts joins Instagram with a simple message of love,0
1823,"What is Kanye West’s net worth, what does his name mean, what are his hit songs and how did he meet Kim Kardashian?",0
1824,Justin Theroux Still 'Heartbroken' Over Jennifer Aniston Split Despite Dating Rumors (Exclusive),0
1825,Cannes Film Festival Pictures,0
1826,"Jennifer Aniston doesn't need your consolation, advice or Brad Pitt to validate her existence- Entertainment News, Firstpost",0
1827,"Barbra Streisand Talks #MeToo, 'A Star Is Born' Remake With Lady Gaga",0
1828,5 Wrong Rumors About Blake Shelton,0
1829,Jennifer Aniston Emma Stone At WAR Over Justin Theroux – Wireler,0
1830,Jennifer Lawrence finally addressed the reports that she's dating Brad Pitt,0
1831,Who Is Pepe Muñoz? Details On Céline Dion’s Alleged News Boyfriend,0
1832,Pregnant Irina Shayk & Bradley Cooper's Mom Gloria Go Food Shopping Together!,0
1833,Gwen Stefani Is Still Smitten With Blake Shelton and 'Has Never Once' Tried to Change Him (Exclusive),0
1834,Jennifer Lopez Disses Drake: Watch Her Call Him Just A ‘Booty Call’ In Vegas,0
1835,Michelle Obama Didn’t Try To ‘Sneak A Spot’ On Prince Harry And Meghan Markle’s Wedding Guest List [Debunked],0
1836,Taylor Swift Nods at Joe Alwyn Relationship in Concert Speech,0
1837,"Is it true that Prince Charles would need to change his name if he ever became King of England, due to the misfortunes of previous King Charles''?",0
1838,All the times Caitlyn Jenner has shaded the Kardashians and they've shaded her right back,0
1839,Celebrity Reactions  Anthony Scaramucci Out As Donald Trump ’ s Communications Director,0
1840,Here’s a Complete History of Jennifer Lopez and Mariah Carey’s Alleged Feud,0
1841,Miley Cyrus And Liam Hemsworth Are Shopping For Cribs?,0
1842,"If Trump’s feud with Arnold Schwarzenegger was a ratings ploy, it failed",0
1843,Miley Cyrus Really Opened Up About Living With Liam Hemsworth,0
1844,Kendall Jenner,0
1845,"After everything, Ben Affleck wishes he could win Jennifer Garner back, new report says",0
1846,"7 Cringey Details About Katy Perry & Orlando Bloom's Relationship, Including Rumors They've Already Eloped",0
1847,Angelina Jolie and Brad Pitt's Divorce Will Be Finalized Very Soon,0
1848,New Couple Emma Watson and Robert Pattinson Seemingly Go Public at 2018 Golden Globes (EXCLUSIVE),0
1849,"Iggy Azalea Sued for Failing to Pay $300,000 Credit Card Debt",0
1850,Kathy Griffin feels betrayed by CNN's Anderson Cooper,0
1851,Mel B Under Investigation for Witness Intimidation as Divorce Drama Continues,0
1852,Kim Kardashian Slams 'Liar' Caitlyn Jenner for Comments About Late Father Robert: 'She Is Not a Good Person',0
1853,John Legend and Chrissy Teigen Pitching Daytime Talk Show.,0
1854,Hailee Steinfeld Denies Justin Bieber Dating Rumors,0
1855,Kylie Jenner’s mystery pregnancy might be the most confusing Kardashian situation ever,0
1856,Angelina Jolie: ‘I don’t enjoy being single’,0
1857,Cost of the royal wedding for Meghan Markle and Prince Harry,0
1858,David & Victoria Beckham Reportedly Living 'Separate Lives',0
1859,Yom Kippur: Harry Styles & More Tweet On Jewish Day Of Atonement,0
1860,Selena Gomez ‘Still Misses’ ‘First Love’ Justin Bieber — Would She Text Him If He Split With Hailey?,0
1861,"DeMario Jackson, Corinne Olympios Spending Valentine's Day Together",0
1862,Ellen DeGeneres and Portia de Rossi’s Marriage At Breaking Point: Portia Removes Wedding Ring – Report,0
1863,Mary-Kate and Ashley Olsen: Greatest Hits,0
1864,Jon Hamm is NOT Stealing Batman Role from Affleck.,0
1865,Jennifer Aniston confronts Neri: ‘Stay away from Brad!’,0
1866,Traitor! Kim Kardashian’s Family ‘Furious’ Over Meeting With Donald Trump,0
1867,Is Beyonce At The 2018 Grammys? Twitter Is Searching For The Star,0
1868,"Jessica Simpson Does NOT Spend $100,000 Per Month On Food Delivery, Despite Report",0
1869,How Does Tom Cruise Keep That Hairline?,0
1870,"Khloe Kardashian's Family ""Heartbroken"" Over Tristan Thompson Cheating Reports: Everything We Know",0
1871,Queen retires: Wills and Kate’s Christmas coronation!,0
1872,4 Winter Pregnancy Worries -- and How to Deal,0
1873,Miscarriage Tragedy Shatters Gwen’s Baby Dreams & Puts Wedding To Blake In Jeopardy,0
1874,Kris Jenner Comments on Tristan Thompson and Khloe Kardashian After Cheating Scandal,0
1875,Miley Cyrus and Liam Hemsworth Wedding Rumors Fueled by Matching Rings,0
1876,"Tyga: Why He’s Obsessed With Dating Kylie Jenner Look-Alikes, But None Can Take Her Place",0
1877,Nicki Minaj: Why She Thinks Drake Could Have More Than One Secret Love Child,0
1878,Brad Pitt moves in with Kate Hudson,0
1879,Met Ball 2013: Katie Holmes Swaps Tom Cruise For Even Shorter Man On Red Carpet (PICTURES),0
1880,How Kate Middleton spoils Prince William on his birthday,0
1881,"9 Things to Know About Armie Hammer, the Hero Taking Over Hollywood",0
1882,Sofia Richie's dad Lionel threatened to cut her off if she didn’t dump cheating Scott Disick,0
1883,"Jennifer Garner's Kids Have Not Met Josh Duhamel, Report Says",0
1884,Do Prince William and Prince Harry Get Along With Camilla?,0
1885,"Singer, Film Actress, Film Actor/Film Actress, Songwriter, Actress, Music Producer",0
1886,Scarlett Johansson and Colin Jost American Museum Gala 2017,0
1887,Kylie Jenner Has Major Regrets Over Pregnancy With Travis Scott — It Should Have Been Tyga’s Baby,0
1888,Justin Bieber & Selena Gomez Reportedly Searching For ‘Dream Home’ Together,0
1889,"Royal Baby's Name Is Louis Arthur Charles, Will and Kate Announce",0
1890,"After everything, Ben Affleck wishes he could win Jennifer Garner back, new report says",0
1891,Ben Affleck Trying to Win Jennifer Lopez Back from Alex Rodriguez (EXCLUSIVE),0
1892,Nicki Minaj Was 'Joking' About Love Fest with Eminem Despite Social Media Comments: Report,0
1893,Taylor Swift & Joe Alwyn: Why He Didn’t Join Her At Billboard Awards & They Are Both ‘Happier’ For It,0
1894,Here’s How Your Favorite Celebrities Celebrated Labor Day Weekend,0
1895,Trump Bans Transgender People in Military: Celebrity Reactions,0
1896,Katie Holmes Hiding Baby Bump ,0
1897,Brad Pitt is NOT dating Jennifer Lawrence despite claims,0
1898,Was Taylor Swift Carried Out of Her Apartment in a Huge Suitcase?,0
1899,List of Super Bowl halftime shows,0
1900,Jennifer Lopez Is Questioning Her Future With A-Rod After Cheating Allegations (EXCLUSIVE),0
1901,Jennifer Aniston ‘asks Courteney Cox to set her up with new man’,0
1902,Flip or Flop,0
1903,"Justin Timberlake NOT Making Secret Calls To Britney Spears, Despite Report",0
1904,seniors_selfhelp,0
1905,Hassan Jameel Is Reportedly Worried That Chris Brown Might Win Rihanna Back,0
1906,Kanye West Makes Emotional Plea To Travis Scott: Man Up Before Kylie Jenner Gives Birth,0
1907,Caitlyn Jenner is planning a NUDE photo shoot,0
1908,Kim Kardashian Freaks Out Over Surrogate’s Junk Food,0
1909,Selena Gomez Admits To Wanting ‘Alone Time’: Is She Having Issues With Justin Bieber?,0
1910,Kelly Ripa demands Ryan Seacrest cancel ‘GMA’ appearance,0
1911,Selena Gomez: The One Birthday Gift She Wants From Justin Bieber Despite Their Split,0
1912,Kim Kardashian & Kanye West Reportedly Fighting Over Filming Birth Of Baby #3 For ‘KUWTK’,0
1913,Kourtney Kardashian to Jennifer Lawrence: Stay Away From Scott Disick!,0
1914,Rihanna A Ton Of Fun!,0
1915,Tom Cruise's Response to Katie Holmes and Jamie Foxx's Relationship Is Very Tom Cruise-y (REPORT),0
1916,Russell Crowe reveals he's lost 24 kgs after gaining weight for The Nice Guys role,0
1917,Secret in Their Eyes,0
1918,Jessica Simpson ‘Diet Or Die’ Crisis,0
1919,Cindy On Her Real Concern For Kaia,0
1920,"Robert Pattinson 2018: Kristen Stewart’s Ex Reportedly Flirting With Kylie Minogue, Bella Hadid And Katy Perry",0
1921,The badass reason Selena Gomez is at peace with herself,0
1922,Tom Cruise Vetting Vanessa Kirby To Be Fourth Wife  Fake Story,0
1923,Kate Middleton Calls Off Third Pregnancy Plans: Prince William An Absentee Father?,0
1924,Inside Jessica Simpson & Eric Johnson's Unexpected Love Story,0
1925,This 1 Country Singer Wants to Officiate Gwen Stefani and Blake Shelton’s Wedding,0
1926,Kourtney Kardashian Shares the Current Meal Plan That Helps Her 'Stay on Track',0
1927,"HollywoodLife Caught Lying About Taylor Swift, Selena Gomez And Justin Bieber",0
1928,Prince William Wore Red Wig To Mock Prince Harry At Palace Event?,0
1929,Julia Roberts is the latest Hollywood heavyweight to move to the small screen,0
1930,Gwen Stefani on Her Experience in the L.A. Fires,0
1931,Ryan Reynolds Just Shut Down Blake Lively Split Rumors (Again) with Some Epic Trolling,0
1932,"Royal rules: The dress, the bouquet and the royal wedding traditions Meghan Markle has to follow",0
1933,Chris Martin 'to be best man at Gwyneth Paltrow's wedding',0
1934,Ryan Seacrest looks lovingly at girlfriend Shayna Taylor as they enjoy yacht time in France,0
1935,Blac Chyna's Request to Trademark Kardashian Name Is Officially Denied: Report,0
1936,Jennifer Lopez Is Questioning Her Future With A-Rod After Cheating Allegations (EXCLUSIVE),0
1937,Gwen Stefani Pregnant With Blake Shelton’s Baby? Why Friends Think She’s Got A Secret,0
1938,259: 08/30/18 - KANYE WEST TEARFULLY APOLOGIZES FOR SAYING SLAVERY ‘IS A CHOICE’,0
1939,Kim Kardashian & Kanye West Reportedly Divorcing Weeks Before Baby #3 Arrives,0
1940,Gwen Stefani Admits Vegas Residency Is The ‘End’ Of Her Musical ‘Journey’: Settling Down With Blake?,0
1941,  Prince Charles Meddling Meddling In Harry  Meghan Markle Wedding Plans ,0
1942,Sage Steele slammed for Instagram post about protests at airport,0
1943,Angelina Jolie and Brad Pitt's Divorce Is a Master Class in PR Spins,0
1944,Brad Pitt's Anger Issues Have Subsided — Is It Because He's Dating Again? (EXCLUSIVE),0
1945,Paris Jackson Secret Surgery,0
1946,Selena Gomez Caught Kissing Mystery Man  Clickbait,0
1947,The Examined Life of Angelina Jolie Pitt,0
1948,"Justin Bieber, Selena Gomez Relationship Rumors: Proposals, Jealousy, Bieber Desperate To Reconcile (UPDATE)",0
1949,Katie Holmes Jamie Fox Mystery Relationship Explained,0
1950,Is Gwen Stefani Forcing Blake Shelton to Sign a Prenup?,0
1951,Lea Michele,0
1952,Meghan Markle Will Spend Her First Royal Birthday at a Wedding With Prince Harry,0
1953,Is She Pregnant? Gwen Stefani Sports Suspicious Bump During Outing With Son,0
1954,'I am finally working with Cheryl' Bieber opens up on track we're all waiting for,0
1955,Katie Holmes steps out in New York while Jamie Foxx performs at Atlantic City after split denial,0
1956,Iggy Azeala’s Warning To Khloe Kardashian: Tristan Thompson Will Cheat On You,0
1957,"A-listers flew eyebrow artist 7,500 miles to do their brows for the Oscars",0
1958,Madonna Snubbed Amy Schumer ’ s Wedding ,0
1959,Kardashians Ink Mega Renewal Deal With E! – Variety,0
1960,Marion Cotillard Shows Off 'Rock'n Roll' Movie Makeover With 18 Selfies,0
1961,Rumor Bust! Robert Pattinson Wasn’t Invited to Royal Wedding,0
1962,A 'Dream Come True' & a 'Dirrty' Halloween: Birthday Girl Kylie Jenner Shares Highlights from Her Last Year,0
1963,Jennifer Lawrence and Nicholas Hoult are rumoured to be rekindling their romance,0
1964,"Kim Kardashian and Donald Trump talked about prison reform, because 2018 is off the rails",0
1965,The truth about Kate Middleton and Meghan Markle's relationship,0
1966,Teresa Giudice Opens Up About Her Dinner With Divorce Lawyer,0
1967,Selena Gomez all smiles with Caleb Stevens after Justin Bieber's engagement,0
1968,Jennifer Aniston and Justin Theroux's neighbor war,0
1969,Jennifer Lopez Is Questioning Her Future With A-Rod After Cheating Allegations (EXCLUSIVE),0
1970,"Angelina Jolie Is Single, Not Dating Real Estate Agent",0
1971,Watch Donald Trump Sketches From SNL Played By Alec Baldwin,0
1972,James Franco ‘Stunned’ Scarlett Johansson Called Him Out In Women’s March Speech,0
1973,Celebs Wish Fans a Happy New Year 2017 - Read Tweets!,0
1974,Gwen Stefani Admits ‘I’m Obviously At The End Of My Journey Of Being A Musician’,0
1975,About How Katie Holmes Is ‘ Trapped ’ And ‘ ’ t Let Go ’ Of Jamie Foxx Is True,0
1976,Nicole Kidman Pregnant  Report,0
1977,‘My trousers are too tight!’ Prince William’s shock confession to Prince Harry,0
1978,IS WENDY WILLIAMS GOING TO REHAB?! :: CELEBSGO,0
1979,Lady Gaga Swigs Vinegar Diet For Bradley Cooper,0
1980,"Gwen Stefani Super Proud Of Blake Shelton & Win Or Lose, Has Romantic Surprise Planned",0
1981,"Beyonce Birth, Twins Still in the Hospital with 'Minor Issue'",0
1982,Did Kim Kardashian try to steal Beyoncé’s thunder?,0
1983,Kim Kardashian shares adorable video of Saint and Chicago revealing their incredible sibling bond,0
1984,Russell Crowe slams claims he's 'dating' Sophia Forrest,0
1985,"Taylor Swift alleged stalker arrested with knife, rope outside singer’s home",0
1986,Jessica Chastain Wedding Photos Shamefully Published In Touch,0
1987,"Move Over, Kris Jenner! Kim Kardashian Takes Over as Kylie, Khloe, Kourtney & Kendall's Manager While Their Mom Is Sick on Kardashians",0
1988,Kourtney Kardashian blasts pregnant sister Khloé in new ep of 'KUWTK',0
1989,Jennifer Aniston  Courteney Cox Doing New TV Show Together  Report,0
1990,How Anna Faris and Chris Pratt Emerged From Their Heartbreaking Divorce Unscathed and Still the Best of Friends,0
1991,  Blake Shelton  Gwen Stefani Wedding Weeks Away Away ,0
1992,Taylor Swift: Calvin Harris enlists Katy Perry to take revenge on ex,0
1993,Kris Jenner,0
1994,Is Nicki Minaj Pregnant? New Report Claims She’s Expecting With Nas,0
1995,Will Selena Gomez Sing About Justin Bieber Or The Weeknd On Her Upcoming ‘Heartfelt’ Album?,0
1996,Jennifer Lopez,0
1997,Katie Holmes and Joshua Jackson looked VERY lovey dovey at that 'Dawson's Creek' reunion,0
1998,Ellen DeGeneres Secretly Records Portia De Rossi Doing a Jane Fonda Workout,0
1999,"Michael Strahan, Sara Haines Will Host ABC’s New ‘GMA’ Hour",0
2000,New couple alert: Rob Pattinson & Suki Waterhouse,0
2001,Who would have thought Kylie would be the most successful Kardashian?,0
2002,"Kristen Stewart NOT Seeing Alicia Cargile Behind Stella Maxwell’s Back, Despite Report",0
2003,Britney Spears Is A ‘Hopeless Romantic’ & Would Love To Marry & Have Baby Girl With BF Sam Asghari,0
2004,Lamar Odom turns down massive payday to appear on Celebrity Big Brother and spill secrets of the Kardashians,0
2005,Paris Hilton and Nicole Richie reunite and ask fans if The Simple Life should return,0
2006,Riley Keough Sold Michael Jackson’s Gifts?,0
2007,Royal silence! Thomas Markle claims Meghan has ‘CUT HIM OFF’ since paparazzi scandal,0
2008,Wasting Away? Selena Gomez On A Mission To Be A Size Zero!,0
2009,"Cameron Diaz, Jim Carrey ditch reunion movie plans",0
2010,Cindy Crawford Shows How a Supermodel Swims With 'Morning Dip' GIF,0
2011,Ben Affleck Divorce Reportedly Pushed Jennifer Garner To Join The Church Of Scientology – Her Team Denies It,0
2012,Why Debra Messing Was Nervous to Star in 'Searching',0
2013,The Truth About Brad Pitt and Angelina Jolie's Divorce,0
2014,Katie Holmes and Jamie Foxx: A Timeline of Their Relationship,0
2015,Lisa Kudrow,0
2016,Portia de Rossi reportedly recorded fights with wife Ellen DeGeneres,0
2017,"Michael Strahan, Sara Haines Will Host ABC’s New ‘GMA’ Hour",0
2018,Chrissy Teigen's Complaint About John Legend 'Is Marriage Summed Up In One Tweet',0
2019,Orlando Bloom Heads to Tokyo for Katy Perry's Tour Launch,0
2020,New Couple Emma Watson and Robert Pattinson Seemingly Go Public at 2018 Golden Globes (EXCLUSIVE),0
2021,Andy Cohen recalls Jennifer Aniston and John Mayer's 'awkward' run-in,0
2022,Courteney Cox,0
2023,Caitlyn Jenner Mom Dad,0
2024,Jennifer Lopez Tickets,0
2025,Kylie Jenner and Travis Scott: A Timeline of Their Relationship,0
2026,Orlando Bloom fans can pay $450 to gain exclusive access to the actor,0
2027,"The inevitable Taylor Swift backlash begins: Watching the critical mad love crumble, right on schedule",0
2028,Meghan Markle’s father now says he will walk his daughter down the aisle – if he can make it to the UK,0
2029,Ozzy Osbourne Opens Up About Cheating on Sharon Osbourne,0
2030,"Confirmed: Meghan & Harry - Yes, it's twins",0
2031,Ben Affleck & Jennifer Garner Renew Their Vows In Intimate Ceremony With Kids,0
2032,Does Wilmer Valderrama Really Want To Marry Demi Lovato After Her Overdose? — The Truth,0
2033,Angelina Fleeing The Country With Brad’s Kids,0
2034,Howard Stern Slams RadarOnline For Calling His Mom – Listen To Audio,0
2035,George Clooney Has A Magic Touch With Twins — He Sweetly Calms Them When Crying,0
2036,Margot Robbie,0
2037,When women are abused on screen — and how that shapes opinions about whose stories we believe in real life,0
2038,Miley Cyrus Planning the Most Secret Wedding to Liam Hemsworth,0
2039,Tom Cruise Reportedly Hasn’t Seen Daughter Suri in ‘About Three Years’,0
2040,"Dating affair between Kristen Stewart and Stella are still happening, despite a Rumors of them about the split – Married Biography",0
2041,Caitlyn Jenner to Trump: What happened to your promise to fight for LGBT Americans?,0
2042,"Inside Ben Affleck and Matt Damon’s Enduring Friendship: How They Survived Scandal, Heartbreak and Tabloid Fodder",0
2043,Are Justin Bieber & Hailey Baldwin Already Married?: Is She Wearing A Wedding Band?,0
2044,Donald Trump Jr. releases email exchange: Celebrities on Twitter react,0
2045,Selena Gomez ‘terrified’ of recording new album,0
2046,The Basketball Diaries (1995),0
2047,Hollywood gender pay gap revealed: Find out who are the highest paid stars,0
2048,"How old is Kourtney Kardashian, has she split from Younes Bendjima and how many children does she have?",0
2049,Kylie Jenner and Travis Scott spending quality time together 'before birth of first baby',0
2050,Rebecca Ferguson Reveals Her Teenage Crush,0
2051,Rachel Weisz and Daniel Craig have the most interesting love story,0
2052,Everything Is Love,0
2053,Reese Witherspoon-Jennifer Aniston Apple Drama Replaces Showrunners,0
2054,"Celebrities React: Donald Trump Press Conference Speech Bashing Media, Bragging About Administration – Gossip Cop",0
2055,Leah Remini Says Scientology Accused Her of 'Ruining' Tom Cruise's Wedding with Her 'Horrible Behavior',0
2056,"Prince Harry, Meghan Markle Were ‘Exhausted’ in This Wedding Photo",0
2057,Beyonce & Jay-Z Betrayed By Solange Knowles After Modelling With Kanye West?,0
2058,"Tarek El Moussa News, Pictures, and Videos",0
2059,Tristan Slaps Khloe With Nasty List Of Demands As She Decides To Stay In Toxic Relationship,0
2060,"Is Caitlyn Jenner dating someone; Fake story of affair of Caitlyn Jenner and Boxer Yusaf Mack, Scroll to read the spicy story of these two – Married Biography",0
2061,John Heard dead: Celebrities pay tribute,0
2062,Taylor Kinney has a new girlfriend after Lady Gaga split,0
2063,Kim Kardashian Having Plastic Surgery To Cure Cankles?,0
2064,David Letterman: Retired Host Risks Fortune On Gambling Obsession,0
2065,Celebrity Reactions  Ralphie May Dead,0
2066,Kate Middleton's pregnancy spoiled Prince Harry Meghan Markle engagement and wedding plans?,0
2067,"Truth About Jennifer Garner, Ben Affleck Planning To Renew Wedding Vows",0
2068,Nicki Minaj's Daughter,0
